"ResponseID","year2wt","PrgSrvc_IncrNum","PrgSrvc_DcrsNum","PrgSrvc_Suspend","PrgSrvc_IncrSrvc","PrgSrvc_DcrsSrvc","PrgSrvc_NewOffc","PrgSrvc_ClsdOffc","PrgSrvc_IncrArea","PrgSrvc_DcrsArea","PrgSrvc_IncrFee","PrgSrvc_DcrsFee","PrgSrvc_ShiftOnline","PrgSrvc_AddOnline","PrgSrvc_Oth","PplSrv_NumServed","PplSrv_NumWait","PplSrv_NumServed_NA_X","PplSrv_NumWait_NA_X","Dmnd_NxtYear","Staff_Fulltime_2021","Staff_Parttime_2021","Staff_Boardmmbr_2021","Staff_RegVlntr_2021","Staff_EpsdVltnr_2021","Staff_AmerVlntr_2021","Staff_PdCnslt_2021","Staff_Other_Est_2021","Staff_Fulltime_2022","Staff_Parttime_2022","Staff_Boardmmbr_2022","Staff_RegVlntr_2022","Staff_EpsdVltnr_2022","Staff_AmerVlntr_2022","Staff_PdCnslt_2022","Staff_Other_Est_2022","Staff_Fulltime_NA","Staff_Parttime_NA","Staff_Boardmmbr_NA","Staff_RegVlntr_NA","Staff_EpsdVltnr_NA","Staff_AmerVlntr_NA","Staff_PdCnslt_NA","Staff_Other_Text_NA","VolImportance","DonImportance","FndRaise_DvlpVirtual","FndRaise_IncrExp","FndRaise_DcrsExp","FndRaise_IncStaff","FndRaise_DcrsStaff","FndRaise_IncrCnslt","FndRaise_DcrsCnslt","FndRaise_IncrVolntr","FndRaise_DcrsVolntr","FndRaise_Othr","FndRaise_MajGift_Amt","FndRaise_Overall_Chng","FndRaise_Cashbelow250_Chng","FndRaise_Cashabove250_Chng","FndRaise_MajGift_Chng","FndRaise_Corp.Found_Grnt_Chng","FndRaise_RstrGift_Chng","FndRaise_UnrstrGift_Chng","FndRaise_DnrBlw250","FndRaise_DnrAbv250","FndRaise_LocGvtGrnt_Seek","FndRaise_StateGvtGrnt_Seek","FndRaise_FedGvtGrnt_Seek","FndRaise_LocGvtCntrct_Seek","FndRaise_StateGvtCntrct_Seek","FndRaise_FedGvtCntrct_Seek","FndRaise_PFGrnt_Seek","FndRaise_CFGrnt_Seek","FndRaise_DAF_Seek","FndRaise_Corp.Found_Grnt_Seek","FndRaise_UntdWy_Seek","FndRaise_CombFedCmpgn_Seek","FndRaise_OthrGvngPrgrm_Seek","FndRaise_LocGvtGrnt_Rcv","FndRaise_StateGvtGrnt_Rcv","FndRaise_FedGvtGrnt_Rcv","FndRaise_LocGvtCntrct_Rcv","FndRaise_StateGvtCntrct_Rcv","FndRaise_FedGvtCntrct_Rcv","FndRaise_PFGrnt_Rcv","FndRaise_CFGrnt_Rcv","FndRaise_DAF_Rcv","FndRaise_Corp.Found_Grnt_Rcv","FndRaise_UntdWy_Rcv","FndRaise_CombFedCmpgn_Rcv","FndRaise_OthrGvngPrgrm_Rcv","Finance_Rev_GovtMain","Finance_Rev_Prtcpnt","Finance_Rev_Govt3rdParty","Finance_Rev_IndvDon","Finance_Rev_Gift","Finance_Rev_Grnt","Finance_Rev_Spnsr","Finance_Rev_Oth","Reserves_Est","Reserves_NA_X","CARES_Rcv","CARES_Rcv_Est","FinanceChng_Reserves","FinanceChng_Borrow","FinanceChng_DcrsBnft","FinanceChng_IncrBnft","FinanceChng_IncrExp","FinanceChng_DcrsExp","FinanceChng_Oth","LeadershipChng_RetCEO","LeadershipChng_RsgnCEO","LeadershipChng_TrmnCEO","LeadershipChng_HireCEO","LeadershipChng_IntrmCEO","LeadershipChng_ChngBC","LeadershipChng_LostBoardMem","LeadershipChng_RplcBoardMem","LeadershipChng_AddBoardMem","LeadershipChng_Oth","CEOrace_AAPI","CEOrace_Black","CEOrace_Hisp","CEOrace_NativeAm","CEOrace_White","CEOrace_Oth","CEOgender_Man","CEOgender_Woman","CEOgender_Trans","CEOgender_NB","CEOgender_Oth","CEOgender_specify","BChairrace_AAPI","BChairrace_Black","BChairrace_Hisp","BChairrace_NativeAm","BChairrace_White","BChairrace_Oth","BChairgender_Man","BChairgender_Woman","BChairgender_Trans","BChairgender_NB","BChairgender_Oth","BChairgender_specify","ExtAffairs_GenEd","ExtAffairs_Media","ExtAffairs_Advocacy","ExtAffairs_GovtRs","ExtAffairs_DiscGovtGrnt","ExtAffairs_InfoReq","ExtAffairs_Testify","ExtAffairs_Lobby","ExtAffairs_OrgPrtst","ExtAffairs_Mobilize","ExtAffairs_Petition","ExtAffairs_VoteReg","ExtAffairs_VoteEd","CEOrace","CEOrace_Bi","BChairrace","BChairrace_Bi","CEOgender","BChairgender"
"R_3hgSVS6Fh5I76hr",0.76,"Yes","No","Yes","","","No","No","","No","No","No","No","No","No",,,"Yes","Yes","Increase",1,2,16,3,15,0,0,,1,2,17,5,21,0,0,,"No","No","No","No","No","No","No","Yes","Somewhat Important","Essential","No","Yes","No","No","No","No","No","Yes","No","",266,"Increase Significantly","Increase Moderately","Unchanged","Increase Significantly","Unchanged","Increase Significantly","Increase Significantly",353,70,"No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No",0,0,0,0,0,0,0,0,66739,"No","Yes",76377,"Yes","No","No","No","Yes","No","","No","No","No","Yes","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Occasionally","Occasionally","Frequently","Rarely","Never","Never","Never","Rarely","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_1mK2vA7kcSMpZ1q",1.98,"Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No",35000,500,"No","No","Increase",78,469,12,5,1000,0,0,,83,589,15,5,2096,0,1,,"No","No","No","No","No","No","No","No","Very Important","Very Important","Yes","Yes","No","Yes","No","No","No","Yes","No","",492,"Increase Significantly","Unchanged","Unchanged","Increase Moderately","Increase Significantly","Unchanged","Increase Moderately",469,77,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No",1614470,8566500,0,519593,0,498935,241968,0,4065291,"No","Yes",2453953,"No","No","No","Yes","Yes","No","","No","No","No","No","No","Yes","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Frequently","Occasionally","Frequently","Frequently","Frequently","Frequently","Rarely","Occasionally","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
"R_3fDXiBTVUnJkde5",0.65,"Yes","","","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes",45000,0,"No","No","Increase",21,17,27,99,29,0,1,,22,21,28,139,36,0,1,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","Yes","No","Yes","No","Yes","No","Yes","No","",992,"Increase Moderately","Unchanged","Increase Moderately","Increase Moderately","Unchanged","Unchanged","Increase Moderately",1105,937,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes",14630,119130,0,555968,125521,196891,73687,109730,1180357,"No","Yes",,"Yes","No","No","No","No","Yes","","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Frequently","Never","Never","Never","Never","Rarely","Frequently","Occasionally","White","No","White","No","Woman","Woman"
"R_2SAyYPrqhmeQBsv",0.94,"No","No","No","","","No","No","No","No","","","No","No","No",3000,,"No","Yes","Increase",2,,11,10,,,,,,,10,12,,,,,"No","Yes","No","No","Yes","Yes","Yes","Yes","Essential","Essential","Yes","No","No","Yes","No","No","","Yes","No","",520,"Unchanged","Increase Moderately","Unchanged","Unchanged","Unchanged","","Unchanged",49,79,"No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No",0,0,0,84474,0,25534,6878,0,31322,"No","No",,"No","No","","","No","Yes","","No","No","No","No","No","Yes","Yes","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","","Never","Never","Rarely","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","Black","Yes","Woman","Man"
"R_2wiPKCd1IGNkr7j",0.77,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",37250,0,"No","No","Increase",5,16,11,53,14,0,0,,5,17,15,60,25,0,0,,"No","No","No","No","No","No","No","No","Somewhat Important","Somewhat Important","No","No","No","No","No","No","No","No","No","",4924,"Increase Significantly","Decrease Significantly","Increase Moderately","Increase Moderately","Unchanged","Increase Moderately","Increase Moderately",80,50,"No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No",79698,751082,0,153699,0,0,0,21663,434978,"No","Yes",190715,"No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2Bs9CYGaIkFwLbE",0.89,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No",750,0,"No","No","Unchanged",0,1,15,20,48,0,2,4,1,1,14,22,73,0,0,4,"No","No","No","No","No","No","No","No","Essential","Essential","No","No","Yes","No","No","No","No","Yes","No","",106,"Increase Moderately","Unchanged","Increase Moderately","Unchanged","Decrease Moderately","Unchanged","Increase Moderately",290,103,"No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",14382,21083,0,50923,0,0,401,38006,81813,"No","Yes",4376,"No","No","No","No","Yes","No","","No","No","No","Yes","No","Yes","Yes","Yes","","","No","No","No","No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Rarely","Occasionally","Occasionally","Rarely","Rarely","Rarely","Occasionally","Rarely","Rarely","Occasionally","Never","Never","White","No","White","No","Man","Woman"
"R_1ptErUfioZ9HCPk",0.73,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","",,,"Yes","Yes","Increase",32,9,24,191,,,2,,34,12,24,202,,,2,,"No","No","No","No","Yes","Yes","No","Yes","Essential","Essential","Yes","Yes","No","Yes","No","Yes","No","Yes","No","",2553,"Increase Significantly","Increase Moderately","Increase Moderately","Unchanged","Increase Significantly","Unchanged","Increase Significantly",364,96,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No",307747,2311266,0,9926,11258,511,99190,4777875,528492,"No","Yes",4804703,"Yes","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Frequently","Frequently","Frequently","Frequently","Occasionally","Rarely","Occasionally","Never","Never","Frequently","Never","Never","White","No","White","No","Woman","Woman"
"R_1rwrKOK7ri4gNOn",0.76,"","","Yes","","","No","No","No","No","No","No","Yes","Yes","",,,"Yes","Yes","Unchanged",6,3,27,194,50,,1,,6,3,30,186,48,,1,,"No","No","No","No","No","Yes","No","Yes","Essential","Not Very Important","Yes","No","No","No","No","No","No","No","No","",955,"Unsure","Unsure","Unsure","Unsure","Unchanged","Unsure","Unsure",0,0,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,1633566,"No","Yes",587058,"No","No","No","No","Yes","No","","No","No","No","No","No","No","","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Rarely","Frequently","Rarely","Rarely","Rarely","Never","Rarely","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_3qjMaVvykygHsQ9",1,"No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No",150,50,"No","No","Increase",2,16,5,0,57,0,0,,2,18,4,0,56,0,0,,"No","No","No","No","No","No","No","Yes","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",981,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Increase Significantly","Not Applicable",0,0,"Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No",149509,256093,0,0,0,0,0,0,367500,"No","Yes",288179,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Rarely","Never","Occasionally","Rarely","Rarely","Occasionally","Rarely","Never","Never","Never","Rarely","Never","Never","","No","","No","",""
"R_32WJwRYSlzTtoIy",0.98,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No",1000,50,"No","No","Increase",22,15,23,,47,,1,,22,14,23,,51,,,,"No","No","No","Yes","No","Yes","No","Yes","Not Very Important","Essential","Yes","Yes","No","No","No","Yes","No","Yes","","",943,"Increase Significantly","Increase Moderately","Unchanged","Increase Significantly","Increase Moderately","Unchanged","Increase Moderately",101,353,"Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Yes",595732,1357370,0,975385,30076,360436,0,673930,1278111,"No","Yes",466316,"No","No","No","No","Yes","","","No","No","No","No","No","No","No","No","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Most of the time","Rarely","Occasionally","Rarely","Never","Never","Occasionally","Never","Never","Never","Rarely","Never","Never","","No","","No","",""
"R_2vdjvFKyOxJY33t",0.94,"Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes",214,0,"No","No","Increase",1,6,9,148,0,0,7,,2,5,10,156,10,0,3,,"No","No","No","No","No","No","No","Yes","Very Important","Somewhat Important","Yes","Yes","No","No","No","No","No","No","No","",512,"Decrease Significantly","Increase Moderately","Increase Significantly","Increase Significantly","Decrease Significantly","Not Applicable","Not Applicable",404,97,"Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No",156845,86239,0,77764,85116,48545,19872,0,221625,"No","No",,"Yes","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2fq6lxKh63qxrsX",0.98,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No",2000,200,"No","No","Increase",4,15,20,203,102,0,0,,4,16,19,222,148,0,0,,"No","No","No","No","No","No","No","No","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",940,"Increase Moderately","Increase Significantly","Increase Significantly","Unchanged","Unchanged","Decrease Moderately","Increase Moderately",391,104,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",930338,195317,0,155804,0,151593,0,0,3057133,"No","Yes",100002,"No","No","No","No","Yes","No","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Occasionally","Occasionally","Frequently","Occasionally","Occasionally","Rarely","Never","Rarely","Never","Never","Occasionally","Never","Never","White","No","White","No","Woman","Man"
"R_2SkK9rWZ29fjoVb",1.49,"No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes",1700,350,"No","No","Unchanged",31,15,14,15,14,0,3,,34,14,15,15,15,0,8,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","Yes","No","No","No","Yes","No","No","Yes","",976,"Unchanged","Unchanged","Unchanged","Unchanged","Decrease Moderately","Unchanged","Unchanged",251,332,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No",2256089,367709,150380,307333,16237,634311,0,0,1111047,"No","Yes",563450,"Yes","No","No","No","No","Yes","","No","No","No","No","No","Yes","Yes","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Frequently","Never","Frequently","Frequently","Frequently","Frequently","Occasionally","Rarely","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
"R_1hA2kAdC6377g3r",1.09,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No",225,,"No","Yes","Increase",24,,23,,19,,3,,32,,21,,101,,7,,"No","Yes","No","Yes","No","Yes","No","Yes","Not Very Important","Not At All Important","Yes","No","No","Yes","No","Yes","No","No","No","",4587,"Increase Moderately","Unchanged","Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Unchanged",5,5,"No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No",0,0,0,10031,207268,2858759,6372255,0,10210759,"No","Yes",568883,"No","No","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Most of the time","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_u9TANtfQip9SjoB",0.94,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",10000,0,"No","No","Increase",0,2,21,44,0,0,0,,0,2,21,49,0,0,0,,"No","No","No","No","No","No","No","No","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",234,"Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Unchanged","Unchanged","Unchanged",0,0,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",0,0,0,0,0,0,0,0,,"No","Yes",,"","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
"R_1DAurErTq9KAYfG",0.94,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,,"Yes","Yes","Increase",2,4,7,1,105,,,,2,3,7,1,111,,,,"No","No","No","No","No","Yes","Yes","Yes","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",520,"Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",1890,102,"No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No",0,,0,0,0,0,0,0,,"No","Yes",,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Frequently","Frequently","Rarely","Never","Occasionally","Occasionally","Never","Never","Occasionally","Occasionally","Never","Never","White","No","White","No","Woman","Woman"
"R_1q9vmcG75v6zP4d",0.95,"No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","",5000,,"No","Yes","Increase",0,10,8,515,97,0,11,,0,16,8,485,96,0,10,,"No","No","No","No","No","No","No","Yes","Essential","Not Very Important","No","No","No","No","No","No","No","No","No","",996,"Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Not Applicable","Unchanged",54,10,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",0,654140,0,2090,0,1094,511,0,,"Yes","Yes",19865,"No","No","No","No","No","Yes","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_6RICfcBv00kCejv",1.08,"Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No",4072,0,"No","No","Increase",1,0,5,58,79,0,0,0,0,1,5,59,78,0,0,0,"No","No","No","No","No","No","No","No","Very Important","Very Important","Yes","No","No","No","No","No","No","No","No","No",508,"Decrease Significantly","Decrease Significantly","Decrease Significantly","Decrease Significantly","Decrease Significantly","Not Applicable","Decrease Significantly",162,29,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_0d25Lqd0dXgMdAR",0.76,"No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No",145,18,"No","No","Increase",1,6,9,210,,,1,,1,6,10,260,,,1,,"No","No","No","No","Yes","Yes","No","No","Very Important","Very Important","No","Yes","No","No","No","No","No","No","No","Yes",95,"Unchanged","Unchanged","Unchanged","Unchanged","Increase Moderately","Unchanged","Increase Moderately",103,20,"Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No",20172,0,0,30191,0,45287,3013,2534,177374,"No","Yes",44587,"No","No","","","","","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Rarely","Never","Occasionally","Never","Frequently","Occasionally","Occasionally","Never","Never","Occasionally","Never","Never","White","No","White","No","Woman","Woman"
"R_1nOYq0Bjnwl12B0",0.95,"Yes","No","No","Yes","No","No","No","Yes","No","","","Yes","Yes","No",8000,,"No","Yes","Unchanged",11,11,13,28,19,,1,,12,10,12,31,42,,1,,"No","No","No","No","No","Yes","No","Yes","Very Important","Very Important","Yes","Yes","No","Yes","No","No","No","No","No","",507,"Increase Significantly","Decrease Moderately","Decrease Moderately","Decrease Moderately","Unchanged","Increase Significantly","Unchanged",1792,622,"No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",4078755,0,0,389917,78706,193349,38762,0,941276,"No","No",,"No","No","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Frequently","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2ErRoaaann3hszb",1.2,"No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","",54000,,"No","Yes","Unchanged",0,6,8,272,,,,,0,6,9,379,,,,,"No","No","No","No","Yes","Yes","Yes","No","Essential","Essential","Yes","No","No","No","No","No","No","No","No","",254,"Unchanged","Unchanged","Increase Moderately","Increase Moderately","Decrease Significantly","Not Applicable","Unchanged",65,29,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes",0,0,0,86,0,5,5,0,105745,"No","Yes",41945,"Yes","No","No","No","No","Yes","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_AAtv0v8nonjUJvX",0.98,"Yes","No","No","Yes","No","Yes","No","No","No","","","Yes","","",2000,0,"No","No","Increase",91,1,10,10,20,0,1,,92,1,10,11,19,0,2,,"No","No","No","No","No","No","No","Yes","Somewhat Important","Somewhat Important","Yes","No","Yes","No","No","No","No","No","No","",9523,"Increase Significantly","Unsure","Increase Significantly","Increase Significantly","Unchanged","Unchanged","Increase Significantly",103,103,"No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No",9940719,0,0,788546,0,0,0,183756,2133467,"No","Yes",580221,"No","No","No","No","No","Yes","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Frequently","Frequently","Frequently","Frequently","Occasionally","Rarely","Rarely","Occasionally","Occasionally","Rarely","Never","White","No","White","No","Woman","Woman"
"R_2e5rVYfXi5iH9zH",1.05,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","",,,"Yes","Yes","Increase",2,,9,0,6,0,14,,,2,,0,8,0,18,,"No","No","No","No","No","Yes","No","No","Somewhat Important","Not At All Important","No","No","No","No","No","No","No","No","No","",947,"Decrease Moderately","Not Applicable","Not Applicable","Not Applicable","Decrease Significantly","Decrease Moderately","Unchanged",33,10,"No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No",837777,49993,0,19856,121126,2615,0,0,,"Yes","No",,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Frequently","Frequently","Frequently","Frequently","Frequently","Occasionally","Occasionally","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_2En3bXHvPY3tCfq",0.95,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No",12000,0,"No","No","Increase",,,,,,,,,,,,,,,,,"No","No","No","No","No","Yes","No","No","Not Very Important","Very Important","Yes","No","No","No","No","No","No","No","No","",9365,"","","","","","","",0,0,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,,"No","",,"","","","","","","","","","","","","","","","","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","","","","","","","","","","Most of the time","","","","White","No","White","No","Woman","Woman"
"R_10xftdKnz8VT1NV",0.94,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes",108,32,"No","No","Unchanged",1,2,13,14,0,0,2,,1,2,14,14,0,0,2,,"No","No","No","No","No","No","No","No","Very Important","Somewhat Important","Yes","No","Yes","No","No","No","No","No","No","",5176,"Decrease Moderately","Decrease Significantly","Decrease Significantly","Unchanged","Unchanged","Decrease Moderately","Decrease Moderately",32,28,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes",694054,0,0,2071,0,,47240,0,,"Yes","Yes",61378,"No","No","No","No","No","Yes","","No","No","No","No","No","Yes","No","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Never","Never","Occasionally","Frequently","Frequently","Frequently","Occasionally","Occasionally","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
